sourceUrl,targetUrl,targetStatusCode,targetMergeQuerystring
/locations/locations/florida/orlando-mmi-marine,/locations/florida/orlando-mmi-marine,301,TRUE
/disclosure/accsc-graduation-and-employment-data/accrediting-commission-of-career-schools-and-colleges/mmi-phoenix-2016-graduate-and-employment-summary,/disclosures,301,TRUE
/disclosure/accsc-graduation-and-employment-data/accrediting-commission-of-career-schools-and-colleges/nascar-technical-institute-2016-graduate-and-employment-summary,/disclosures,301,TRUE
/student-services/scholarships/uti-national-testing-scholarship-competition,/financial-aid/scholarships-grants,301,TRUE
/why-uti/graduate-stories/story,/why-uti/graduate-stories,301,TRUE
/campus-locations/houston-tx/map,/locations/texas/houston,301,TRUE
/military,/support-services/military-veteran-services,301,TRUE
/student-services/military/career-transition,/support-services/military-veteran-services,301,TRUE
/student-services/scholarships,/financial-aid/scholarships-grants,301,TRUE
/disclosure/titleix,/disclosures,301,TRUE
/blog/welding/uti-houston-welding-2020,/locations/texas/houston/welding,301,TRUE
/student-services/financial-aid/federal-school-codes,/financial-aid,301,TRUE
/blog/page/NaN,/blog/page/1,301,TRUE
/blog/page/0,/blog,301,TRUE
/norwood/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_norwood,301,TRUE
/lisle/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_lisle,301,TRUE
/houston/fa,https://www04.timetrade.com/app/utiedu/workflows/utiedu001/schedule?locationId=uti_houston,301,TRUE
/programs/marine/orlando-campus-marine,/locations/florida/orlando-mmi-marine,301,TRUE
/forms/form9,/request-info,301,TRUE
/why-choose-uti/parents,/why-uti,301,TRUE
/diesel,/programs/diesel?ijmsource=txt01,301,TRUE
/partners/volvo/msat,/programs/automotive/specialized-training/volvo-safe,301,TRUE
/blog/education/teacher-appreciation-day,/blog/education,301,TRUE
/campus-locations/mmi-marine-orlando,/locations,301,TRUE
/fbn/mmi-whos-hiring,/why-uti/industry-relationships,301,TRUE
/tours,/virtual-tours,301,TRUE
/moto,/programs/motorcycle?ijmsource=txt01,301,TRUE
/partners/advanced-training,/programs/automotive/specialized-training,301,TRUE
/student-services/disability-services,/support-services/disability-services,301,TRUE
/campus-locations/exton-pa/contact,/locations/pennsylvania/exton,301,TRUE
/student-services/employment-services,/why-uti,301,TRUE
/why-choose-uti/refer-a-friend,/admissions/refer-a-friend,301,TRUE
/campus-locations/longbeach-ca,/locations/california/long-beach,301,TRUE
/partners/mercedes-benz,/programs/automotive/specialized-training/mercedes-benz-drive,301,TRUE
/airframe,/programs/aviation/airframe-powerplant,301,TRUE
/titleix,/campus-safety,301,TRUE
/welding,/programs/welding,301,TRUE
/viewbook/military,/viewbook,301,TRUE
/ignite,/programs/ignite,301,TRUE
